"ID;SoortMisdrijf;RegioS;Perioden;GeregistreerdeMisdrijven_1"
"816110;1.6.1;NL01;2020MM07;322"
"816111;1.6.1;NL01;2020MM08;359"
"816112;1.6.1;NL01;2020MM09;341"
"816113;1.6.1;NL01;2020MM10;339"
"816114;1.6.1;NL01;2020MM11;383"
"816115;1.6.1;NL01;2020MM12;473"
"816117;1.6.1;NL01;2021MM01;608"
"816118;1.6.1;NL01;2021MM02;204"
"816119;1.6.1;NL01;2021MM03;265"
"816120;1.6.1;NL01;2021MM04;287"
"816121;1.6.1;NL01;2021MM05;308"
"816122;1.6.1;NL01;2021MM06;314"
"816123;1.6.1;NL01;2021MM07;299"
"816124;1.6.1;NL01;2021MM08;286"
"864084;1.6.2;NL01;2018MM07;8515"
"864085;1.6.2;NL01;2018MM08;7932"
"864086;1.6.2;NL01;2018MM09;6908"
"864087;1.6.2;NL01;2018MM10;7942"
"864088;1.6.2;NL01;2018MM11;7845"
"864089;1.6.2;NL01;2018MM12;6464"
"864091;1.6.2;NL01;2019MM01;7195"
"864092;1.6.2;NL01;2019MM02;6383"
"864093;1.6.2;NL01;2019MM03;7063"
"864094;1.6.2;NL01;2019MM04;7272"
"864095;1.6.2;NL01;2019MM05;7583"
"864096;1.6.2;NL01;2019MM06;6986"
"864097;1.6.2;NL01;2019MM07;8563"
"864098;1.6.2;NL01;2019MM08;7509"
"864099;1.6.2;NL01;2019MM09;7334"
"864100;1.6.2;NL01;2019MM10;7559"
"864101;1.6.2;NL01;2019MM11;7985"
"864102;1.6.2;NL01;2019MM12;7010"
"864104;1.6.2;NL01;2020MM01;7774"
"864105;1.6.2;NL01;2020MM02;7104"
"864106;1.6.2;NL01;2020MM03;6243"
"864107;1.6.2;NL01;2020MM04;5503"
"864108;1.6.2;NL01;2020MM05;5913"
"864109;1.6.2;NL01;2020MM06;6131"
"864110;1.6.2;NL01;2020MM07;7157"
"864111;1.6.2;NL01;2020MM08;6742"
"864112;1.6.2;NL01;2020MM09;6838"
"864113;1.6.2;NL01;2020MM10;6191"
"864114;1.6.2;NL01;2020MM11;6016"
"864115;1.6.2;NL01;2020MM12;5731"
"864117;1.6.2;NL01;2021MM01;4942"
"864118;1.6.2;NL01;2021MM02;4453"
"864119;1.6.2;NL01;2021MM03;5636"
"864120;1.6.2;NL01;2021MM04;4794"
"864121;1.6.2;NL01;2021MM05;4906"
"864122;1.6.2;NL01;2021MM06;6016"
"864123;1.6.2;NL01;2021MM07;6645"
"864124;1.6.2;NL01;2021MM08;6068"
"912084;1.6.3;NL01;2018MM07;51"
"912085;1.6.3;NL01;2018MM08;58"
"912086;1.6.3;NL01;2018MM09;38"
"912087;1.6.3;NL01;2018MM10;44"
"912088;1.6.3;NL01;2018MM11;48"
"912089;1.6.3;NL01;2018MM12;55"
"912091;1.6.3;NL01;2019MM01;62"
"912092;1.6.3;NL01;2019MM02;75"
"912093;1.6.3;NL01;2019MM03;80"
"912094;1.6.3;NL01;2019MM04;80"
"912095;1.6.3;NL01;2019MM05;101"
"912096;1.6.3;NL01;2019MM06;89"
"912097;1.6.3;NL01;2019MM07;110"
"912098;1.6.3;NL01;2019MM08;79"
"912099;1.6.3;NL01;2019MM09;64"
"912100;1.6.3;NL01;2019MM10;92"
"912101;1.6.3;NL01;2019MM11;81"
"912102;1.6.3;NL01;2019MM12;53"
"912104;1.6.3;NL01;2020MM01;72"
"912105;1.6.3;NL01;2020MM02;51"
"912106;1.6.3;NL01;2020MM03;43"
"912107;1.6.3;NL01;2020MM04;29"
"912108;1.6.3;NL01;2020MM05;34"
"912109;1.6.3;NL01;2020MM06;41"
"912110;1.6.3;NL01;2020MM07;59"
"912111;1.6.3;NL01;2020MM08;45"
"912112;1.6.3;NL01;2020MM09;41"
"912113;1.6.3;NL01;2020MM10;43"
"912114;1.6.3;NL01;2020MM11;35"
"912115;1.6.3;NL01;2020MM12;50"
"912117;1.6.3;NL01;2021MM01;46"
"912118;1.6.3;NL01;2021MM02;34"
"912119;1.6.3;NL01;2021MM03;53"
"912120;1.6.3;NL01;2021MM04;52"
"912121;1.6.3;NL01;2021MM05;45"
"912122;1.6.3;NL01;2021MM06;54"
"912123;1.6.3;NL01;2021MM07;45"
"912124;1.6.3;NL01;2021MM08;31"
"960084;2.1.1;NL01;2018MM07;11"
"960085;2.1.1;NL01;2018MM08;10"
"960086;2.1.1;NL01;2018MM09;8"
"960087;2.1.1;NL01;2018MM10;11"
"960088;2.1.1;NL01;2018MM11;17"
"960089;2.1.1;NL01;2018MM12;13"
"960091;2.1.1;NL01;2019MM01;9"
"960092;2.1.1;NL01;2019MM02;13"
"960093;2.1.1;NL01;2019MM03;22"
"960094;2.1.1;NL01;2019MM04;11"
"960095;2.1.1;NL01;2019MM05;18"
"960096;2.1.1;NL01;2019MM06;13"
"960097;2.1.1;NL01;2019MM07;10"
"960098;2.1.1;NL01;2019MM08;14"
"960099;2.1.1;NL01;2019MM09;36"
"960100;2.1.1;NL01;2019MM10;14"
"960101;2.1.1;NL01;2019MM11;17"
"960102;2.1.1;NL01;2019MM12;15"
"960104;2.1.1;NL01;2020MM01;12"
"960105;2.1.1;NL01;2020MM02;18"
"960106;2.1.1;NL01;2020MM03;10"
"960107;2.1.1;NL01;2020MM04;9"
"960108;2.1.1;NL01;2020MM05;10"
"960109;2.1.1;NL01;2020MM06;18"
"960110;2.1.1;NL01;2020MM07;8"
"960111;2.1.1;NL01;2020MM08;8"
"960112;2.1.1;NL01;2020MM09;17"
"960113;2.1.1;NL01;2020MM10;14"
"960114;2.1.1;NL01;2020MM11;20"
"960115;2.1.1;NL01;2020MM12;16"
"960117;2.1.1;NL01;2021MM01;12"
"960118;2.1.1;NL01;2021MM02;7"
"960119;2.1.1;NL01;2021MM03;9"
"960120;2.1.1;NL01;2021MM04;12"
"960121;2.1.1;NL01;2021MM05;13"
"960122;2.1.1;NL01;2021MM06;16"
"960123;2.1.1;NL01;2021MM07;14"
"960124;2.1.1;NL01;2021MM08;9"
"1008084;2.2.1;NL01;2018MM07;5979"
"1008085;2.2.1;NL01;2018MM08;5668"
"1008086;2.2.1;NL01;2018MM09;5511"
"1008087;2.2.1;NL01;2018MM10;5955"
"1008088;2.2.1;NL01;2018MM11;5903"
"1008089;2.2.1;NL01;2018MM12;5952"
"1008091;2.2.1;NL01;2019MM01;8043"
"1008092;2.2.1;NL01;2019MM02;5918"
"1008093;2.2.1;NL01;2019MM03;6586"
"1008094;2.2.1;NL01;2019MM04;6410"
"1008095;2.2.1;NL01;2019MM05;6613"
"1008096;2.2.1;NL01;2019MM06;6080"
"1008097;2.2.1;NL01;2019MM07;6268"
"1008098;2.2.1;NL01;2019MM08;5406"
"1008099;2.2.1;NL01;2019MM09;5996"
"1008100;2.2.1;NL01;2019MM10;6695"
"1008101;2.2.1;NL01;2019MM11;6290"
"1008102;2.2.1;NL01;2019MM12;6608"
"1008104;2.2.1;NL01;2020MM01;9164"
"1008105;2.2.1;NL01;2020MM02;6292"
"1008106;2.2.1;NL01;2020MM03;6066"
"1008107;2.2.1;NL01;2020MM04;5854"
"1008108;2.2.1;NL01;2020MM05;6464"
"1008109;2.2.1;NL01;2020MM06;6253"
"1008110;2.2.1;NL01;2020MM07;6556"
"1008111;2.2.1;NL01;2020MM08;6094"
"1008112;2.2.1;NL01;2020MM09;6235"
"1008113;2.2.1;NL01;2020MM10;6403"
"1008114;2.2.1;NL01;2020MM11;6727"
"1008115;2.2.1;NL01;2020MM12;6287"
"1008117;2.2.1;NL01;2021MM01;8156"
"1008118;2.2.1;NL01;2021MM02;4698"
"1008119;2.2.1;NL01;2021MM03;5875"
"1008120;2.2.1;NL01;2021MM04;5602"
"1008121;2.2.1;NL01;2021MM05;6022"
"1008122;2.2.1;NL01;2021MM06;5852"
"1008123;2.2.1;NL01;2021MM07;5915"
"1008124;2.2.1;NL01;2021MM08;5647"
"1056084;2.4.1;NL01;2018MM07;22"
"1056085;2.4.1;NL01;2018MM08;16"
"1056086;2.4.1;NL01;2018MM09;19"
"1056087;2.4.1;NL01;2018MM10;23"
"1056088;2.4.1;NL01;2018MM11;18"
"1056089;2.4.1;NL01;2018MM12;13"
"1056091;2.4.1;NL01;2019MM01;22"
"1056092;2.4.1;NL01;2019MM02;19"
"1056093;2.4.1;NL01;2019MM03;15"
"1056094;2.4.1;NL01;2019MM04;20"
"1056095;2.4.1;NL01;2019MM05;16"
"1056096;2.4.1;NL01;2019MM06;25"
"1056097;2.4.1;NL01;2019MM07;17"
"1056098;2.4.1;NL01;2019MM08;24"
"1056099;2.4.1;NL01;2019MM09;20"
"1056100;2.4.1;NL01;2019MM10;15"
"1056101;2.4.1;NL01;2019MM11;17"
"1056102;2.4.1;NL01;2019MM12;20"
"1056104;2.4.1;NL01;2020MM01;21"
"1056105;2.4.1;NL01;2020MM02;12"
"1056106;2.4.1;NL01;2020MM03;13"
"1056107;2.4.1;NL01;2020MM04;19"
"1056108;2.4.1;NL01;2020MM05;24"
"1056109;2.4.1;NL01;2020MM06;20"
"1056110;2.4.1;NL01;2020MM07;31"
"1056111;2.4.1;NL01;2020MM08;28"
"1056112;2.4.1;NL01;2020MM09;16"
"1056113;2.4.1;NL01;2020MM10;20"
"1056114;2.4.1;NL01;2020MM11;28"
"1056115;2.4.1;NL01;2020MM12;23"
"1056117;2.4.1;NL01;2021MM01;20"
"1056118;2.4.1;NL01;2021MM02;23"
"1056119;2.4.1;NL01;2021MM03;24"
"1056120;2.4.1;NL01;2021MM04;23"
"1056121;2.4.1;NL01;2021MM05;19"
"1056122;2.4.1;NL01;2021MM06;17"
"1056123;2.4.1;NL01;2021MM07;13"
"1056124;2.4.1;NL01;2021MM08;12"
"1104084;2.4.2;NL01;2018MM07;177"
"1104085;2.4.2;NL01;2018MM08;187"
"1104086;2.4.2;NL01;2018MM09;202"
"1104087;2.4.2;NL01;2018MM10;238"
"1104088;2.4.2;NL01;2018MM11;191"
"1104089;2.4.2;NL01;2018MM12;215"
"1104091;2.4.2;NL01;2019MM01;238"
"1104092;2.4.2;NL01;2019MM02;202"
"1104093;2.4.2;NL01;2019MM03;228"
"1104094;2.4.2;NL01;2019MM04;225"
"1104095;2.4.2;NL01;2019MM05;205"
"1104096;2.4.2;NL01;2019MM06;185"
"1104097;2.4.2;NL01;2019MM07;241"
"1104098;2.4.2;NL01;2019MM08;245"
"1104099;2.4.2;NL01;2019MM09;218"
"1104100;2.4.2;NL01;2019MM10;219"
"1104101;2.4.2;NL01;2019MM11;241"
"1104102;2.4.2;NL01;2019MM12;228"
"1104104;2.4.2;NL01;2020MM01;252"
"1104105;2.4.2;NL01;2020MM02;287"
"1104106;2.4.2;NL01;2020MM03;197"
"1104107;2.4.2;NL01;2020MM04;190"
"1104108;2.4.2;NL01;2020MM05;227"
"1104109;2.4.2;NL01;2020MM06;218"
"1104110;2.4.2;NL01;2020MM07;216"
"1104111;2.4.2;NL01;2020MM08;231"
"1104112;2.4.2;NL01;2020MM09;209"
"1104113;2.4.2;NL01;2020MM10;190"
"1104114;2.4.2;NL01;2020MM11;209"
"1104115;2.4.2;NL01;2020MM12;206"
"1104117;2.4.2;NL01;2021MM01;218"
"1104118;2.4.2;NL01;2021MM02;171"
"1104119;2.4.2;NL01;2021MM03;222"
"1104120;2.4.2;NL01;2021MM04;224"
"1104121;2.4.2;NL01;2021MM05;179"
"1104122;2.4.2;NL01;2021MM06;238"
"1104123;2.4.2;NL01;2021MM07;188"
"1104124;2.4.2;NL01;2021MM08;194"
"1152084;2.5.1;NL01;2018MM07;1516"
"1152085;2.5.1;NL01;2018MM08;1409"
"1152086;2.5.1;NL01;2018MM09;1591"
"1152087;2.5.1;NL01;2018MM10;1735"
"1152088;2.5.1;NL01;2018MM11;1941"
"1152089;2.5.1;NL01;2018MM12;1673"
"1152091;2.5.1;NL01;2019MM01;1658"
"1152092;2.5.1;NL01;2019MM02;1717"
"1152093;2.5.1;NL01;2019MM03;1840"
"1152094;2.5.1;NL01;2019MM04;1653"
"1152095;2.5.1;NL01;2019MM05;1531"
"1152096;2.5.1;NL01;2019MM06;1407"
"1152097;2.5.1;NL01;2019MM07;1508"
"1152098;2.5.1;NL01;2019MM08;1544"
"1152099;2.5.1;NL01;2019MM09;1502"
"1152100;2.5.1;NL01;2019MM10;1664"
"1152101;2.5.1;NL01;2019MM11;1742"
"1152102;2.5.1;NL01;2019MM12;1706"
"1152104;2.5.1;NL01;2020MM01;1760"
"1152105;2.5.1;NL01;2020MM02;1679"
"1152106;2.5.1;NL01;2020MM03;1653"
"1152107;2.5.1;NL01;2020MM04;1149"
"1152108;2.5.1;NL01;2020MM05;1056"
"1152109;2.5.1;NL01;2020MM06;1165"
"1152110;2.5.1;NL01;2020MM07;1443"
"1152111;2.5.1;NL01;2020MM08;1412"
"1152112;2.5.1;NL01;2020MM09;1460"
"1152113;2.5.1;NL01;2020MM10;1468"
"1152114;2.5.1;NL01;2020MM11;1376"
"1152115;2.5.1;NL01;2020MM12;1080"
"1152117;2.5.1;NL01;2021MM01;876"
"1152118;2.5.1;NL01;2021MM02;635"
"1152119;2.5.1;NL01;2021MM03;806"
"1152120;2.5.1;NL01;2021MM04;735"
"1152121;2.5.1;NL01;2021MM05;848"
"1152122;2.5.1;NL01;2021MM06;939"
"1152123;2.5.1;NL01;2021MM07;976"
"1152124;2.5.1;NL01;2021MM08;1009"
"1200084;2.5.2;NL01;2018MM07;2827"
"1200085;2.5.2;NL01;2018MM08;2938"
"1200086;2.5.2;NL01;2018MM09;3022"
"1200087;2.5.2;NL01;2018MM10;3466"
"1200088;2.5.2;NL01;2018MM11;3412"
"1200089;2.5.2;NL01;2018MM12;3015"
"1200091;2.5.2;NL01;2019MM01;3250"
"1200092;2.5.2;NL01;2019MM02;3259"
"1200093;2.5.2;NL01;2019MM03;3681"
"1200094;2.5.2;NL01;2019MM04;3331"
"1200095;2.5.2;NL01;2019MM05;3348"
"1200096;2.5.2;NL01;2019MM06;2687"
"1200097;2.5.2;NL01;2019MM07;2977"
"1200098;2.5.2;NL01;2019MM08;3113"
"1200099;2.5.2;NL01;2019MM09;3315"
"1200100;2.5.2;NL01;2019MM10;3496"
"1200101;2.5.2;NL01;2019MM11;3533"
"1200102;2.5.2;NL01;2019MM12;3238"
"1200104;2.5.2;NL01;2020MM01;3107"
"1200105;2.5.2;NL01;2020MM02;3233"
"1200106;2.5.2;NL01;2020MM03;2659"
"1200107;2.5.2;NL01;2020MM04;2158"
"1200108;2.5.2;NL01;2020MM05;2844"
"1200109;2.5.2;NL01;2020MM06;2911"
"1200110;2.5.2;NL01;2020MM07;2986"
"1200111;2.5.2;NL01;2020MM08;2770"
"1200112;2.5.2;NL01;2020MM09;3111"
"1200113;2.5.2;NL01;2020MM10;2988"
"1200114;2.5.2;NL01;2020MM11;3204"
"1200115;2.5.2;NL01;2020MM12;2393"
"1200117;2.5.2;NL01;2021MM01;1912"
"1200118;2.5.2;NL01;2021MM02;1983"
"1200119;2.5.2;NL01;2021MM03;2508"
"1200120;2.5.2;NL01;2021MM04;2214"
"1200121;2.5.2;NL01;2021MM05;2567"
"1200122;2.5.2;NL01;2021MM06;2452"
"1200123;2.5.2;NL01;2021MM07;2797"
"1200124;2.5.2;NL01;2021MM08;2562"
"1248084;2.6.1;NL01;2018MM07;9"
"1248085;2.6.1;NL01;2018MM08;2"
"1248086;2.6.1;NL01;2018MM09;5"
"1248087;2.6.1;NL01;2018MM10;7"
"1248088;2.6.1;NL01;2018MM11;11"
"1248089;2.6.1;NL01;2018MM12;4"
"1248091;2.6.1;NL01;2019MM01;10"
"1248092;2.6.1;NL01;2019MM02;3"
"1248093;2.6.1;NL01;2019MM03;11"
"1248094;2.6.1;NL01;2019MM04;6"
"1248095;2.6.1;NL01;2019MM05;9"
"1248096;2.6.1;NL01;2019MM06;6"
"1248097;2.6.1;NL01;2019MM07;10"
"1248098;2.6.1;NL01;2019MM08;7"
"1248099;2.6.1;NL01;2019MM09;12"
"1248100;2.6.1;NL01;2019MM10;5"
"1248101;2.6.1;NL01;2019MM11;6"
"1248102;2.6.1;NL01;2019MM12;9"
"1248104;2.6.1;NL01;2020MM01;7"
"1248105;2.6.1;NL01;2020MM02;10"
"1248106;2.6.1;NL01;2020MM03;7"
"1248107;2.6.1;NL01;2020MM04;5"
"1248108;2.6.1;NL01;2020MM05;"
"1248109;2.6.1;NL01;2020MM06;3"
"1248110;2.6.1;NL01;2020MM07;5"
"1248111;2.6.1;NL01;2020MM08;2"
"1248112;2.6.1;NL01;2020MM09;5"
"1248113;2.6.1;NL01;2020MM10;3"
"1248114;2.6.1;NL01;2020MM11;3"
"1248115;2.6.1;NL01;2020MM12;5"
"1248117;2.6.1;NL01;2021MM01;1"
"1248118;2.6.1;NL01;2021MM02;5"
"1248119;2.6.1;NL01;2021MM03;7"
"1248120;2.6.1;NL01;2021MM04;4"
"1248121;2.6.1;NL01;2021MM05;4"
"1248122;2.6.1;NL01;2021MM06;1"
"1248123;2.6.1;NL01;2021MM07;1"
"1248124;2.6.1;NL01;2021MM08;1"
"1296084;2.6.2;NL01;2018MM07;23"
"1296085;2.6.2;NL01;2018MM08;26"
"1296086;2.6.2;NL01;2018MM09;10"
"1296087;2.6.2;NL01;2018MM10;21"
"1296088;2.6.2;NL01;2018MM11;22"
"1296089;2.6.2;NL01;2018MM12;15"
"1296091;2.6.2;NL01;2019MM01;12"
"1296092;2.6.2;NL01;2019MM02;16"
"1296093;2.6.2;NL01;2019MM03;27"
"1296094;2.6.2;NL01;2019MM04;24"
"1296095;2.6.2;NL01;2019MM05;23"
"1296096;2.6.2;NL01;2019MM06;21"
"1296097;2.6.2;NL01;2019MM07;18"
"1296098;2.6.2;NL01;2019MM08;13"
"1296099;2.6.2;NL01;2019MM09;8"
"1296100;2.6.2;NL01;2019MM10;22"
"1296101;2.6.2;NL01;2019MM11;22"
"1296102;2.6.2;NL01;2019MM12;13"
"1296104;2.6.2;NL01;2020MM01;8"
"1296105;2.6.2;NL01;2020MM02;11"
"1296106;2.6.2;NL01;2020MM03;19"
"1296107;2.6.2;NL01;2020MM04;20"
"1296108;2.6.2;NL01;2020MM05;23"
"1296109;2.6.2;NL01;2020MM06;13"
"1296110;2.6.2;NL01;2020MM07;9"
"1296111;2.6.2;NL01;2020MM08;11"
"1296112;2.6.2;NL01;2020MM09;7"
"1296113;2.6.2;NL01;2020MM10;9"
"1296114;2.6.2;NL01;2020MM11;21"
"1296115;2.6.2;NL01;2020MM12;16"
"1296117;2.6.2;NL01;2021MM01;7"
"1296118;2.6.2;NL01;2021MM02;9"
"1296119;2.6.2;NL01;2021MM03;14"
"1296120;2.6.2;NL01;2021MM04;11"
"1296121;2.6.2;NL01;2021MM05;10"
"1296122;2.6.2;NL01;2021MM06;7"
"1296123;2.6.2;NL01;2021MM07;7"
"1296124;2.6.2;NL01;2021MM08;11"
"1344084;2.6.3;NL01;2018MM07;1"
"1344085;2.6.3;NL01;2018MM08;1"
"1344086;2.6.3;NL01;2018MM09;1"
"1344087;2.6.3;NL01;2018MM10;3"
"1344088;2.6.3;NL01;2018MM11;2"
"1344089;2.6.3;NL01;2018MM12;2"
"1344091;2.6.3;NL01;2019MM01;1"
"1344092;2.6.3;NL01;2019MM02;4"
"1344093;2.6.3;NL01;2019MM03;6"
"1344094;2.6.3;NL01;2019MM04;4"
"1344095;2.6.3;NL01;2019MM05;3"
"1344096;2.6.3;NL01;2019MM06;"
"1344097;2.6.3;NL01;2019MM07;1"
"1344098;2.6.3;NL01;2019MM08;3"
"1344099;2.6.3;NL01;2019MM09;2"
"1344100;2.6.3;NL01;2019MM10;1"
"1344101;2.6.3;NL01;2019MM11;3"
"1344102;2.6.3;NL01;2019MM12;4"
"1344104;2.6.3;NL01;2020MM01;2"
"1344105;2.6.3;NL01;2020MM02;1"
"1344106;2.6.3;NL01;2020MM03;4"
"1344107;2.6.3;NL01;2020MM04;2"
"1344108;2.6.3;NL01;2020MM05;2"
"1344109;2.6.3;NL01;2020MM06;1"
"1344110;2.6.3;NL01;2020MM07;1"
"1344111;2.6.3;NL01;2020MM08;2"
"1344112;2.6.3;NL01;2020MM09;1"
"1344113;2.6.3;NL01;2020MM10;1"
"1344114;2.6.3;NL01;2020MM11;2"
"1344115;2.6.3;NL01;2020MM12;2"
"1344117;2.6.3;NL01;2021MM01;4"
"1344118;2.6.3;NL01;2021MM02;1"
"1344119;2.6.3;NL01;2021MM03;4"
"1344120;2.6.3;NL01;2021MM04;"
"1344121;2.6.3;NL01;2021MM05;"
"1344122;2.6.3;NL01;2021MM06;"
"1344123;2.6.3;NL01;2021MM07;4"
"1344124;2.6.3;NL01;2021MM08;"
"1392084;2.6.4;NL01;2018MM07;12"
"1392085;2.6.4;NL01;2018MM08;20"
"1392086;2.6.4;NL01;2018MM09;15"
"1392087;2.6.4;NL01;2018MM10;21"
"1392088;2.6.4;NL01;2018MM11;18"
"1392089;2.6.4;NL01;2018MM12;11"
"1392091;2.6.4;NL01;2019MM01;27"
"1392092;2.6.4;NL01;2019MM02;16"
"1392093;2.6.4;NL01;2019MM03;15"
"1392094;2.6.4;NL01;2019MM04;26"
"1392095;2.6.4;NL01;2019MM05;20"
"1392096;2.6.4;NL01;2019MM06;14"
"1392097;2.6.4;NL01;2019MM07;10"
"1392098;2.6.4;NL01;2019MM08;12"
"1392099;2.6.4;NL01;2019MM09;15"
"1392100;2.6.4;NL01;2019MM10;12"
"1392101;2.6.4;NL01;2019MM11;13"
"1392102;2.6.4;NL01;2019MM12;6"
"1392104;2.6.4;NL01;2020MM01;14"
"1392105;2.6.4;NL01;2020MM02;15"
"1392106;2.6.4;NL01;2020MM03;9"
"1392107;2.6.4;NL01;2020MM04;19"
"1392108;2.6.4;NL01;2020MM05;11"
"1392109;2.6.4;NL01;2020MM06;12"
"1392110;2.6.4;NL01;2020MM07;9"
"1392111;2.6.4;NL01;2020MM08;5"
"1392112;2.6.4;NL01;2020MM09;8"
"1392113;2.6.4;NL01;2020MM10;5"
"1392114;2.6.4;NL01;2020MM11;5"
"1392115;2.6.4;NL01;2020MM12;12"
"1392117;2.6.4;NL01;2021MM01;10"
"1392118;2.6.4;NL01;2021MM02;16"
"1392119;2.6.4;NL01;2021MM03;27"
"1392120;2.6.4;NL01;2021MM04;13"
"1392121;2.6.4;NL01;2021MM05;3"
"1392122;2.6.4;NL01;2021MM06;6"
"1392123;2.6.4;NL01;2021MM07;2"
"1392124;2.6.4;NL01;2021MM08;2"
"1440084;2.6.5;NL01;2018MM07;"
"1440085;2.6.5;NL01;2018MM08;"
"1440086;2.6.5;NL01;2018MM09;1"
"1440087;2.6.5;NL01;2018MM10;"
"1440088;2.6.5;NL01;2018MM11;"
"1440089;2.6.5;NL01;2018MM12;1"
"1440091;2.6.5;NL01;2019MM01;"
"1440092;2.6.5;NL01;2019MM02;1"
"1440093;2.6.5;NL01;2019MM03;"
"1440094;2.6.5;NL01;2019MM04;2"
"1440095;2.6.5;NL01;2019MM05;"
"1440096;2.6.5;NL01;2019MM06;"
"1440097;2.6.5;NL01;2019MM07;"
"1440098;2.6.5;NL01;2019MM08;1"
"1440099;2.6.5;NL01;2019MM09;1"
"1440100;2.6.5;NL01;2019MM10;"
"1440101;2.6.5;NL01;2019MM11;1"
"1440102;2.6.5;NL01;2019MM12;"
"1440104;2.6.5;NL01;2020MM01;1"
"1440105;2.6.5;NL01;2020MM02;"
"1440106;2.6.5;NL01;2020MM03;1"
"1440107;2.6.5;NL01;2020MM04;2"
"1440108;2.6.5;NL01;2020MM05;2"
"1440109;2.6.5;NL01;2020MM06;1"
"1440110;2.6.5;NL01;2020MM07;"
"1440111;2.6.5;NL01;2020MM08;"
"1440112;2.6.5;NL01;2020MM09;"
"1440113;2.6.5;NL01;2020MM10;"
"1440114;2.6.5;NL01;2020MM11;2"
"1440115;2.6.5;NL01;2020MM12;"
"1440117;2.6.5;NL01;2021MM01;"
"1440118;2.6.5;NL01;2021MM02;"
"1440119;2.6.5;NL01;2021MM03;1"
"1440120;2.6.5;NL01;2021MM04;1"
"1440121;2.6.5;NL01;2021MM05;"
"1440122;2.6.5;NL01;2021MM06;"
"1440123;2.6.5;NL01;2021MM07;"
"1440124;2.6.5;NL01;2021MM08;"
"1488084;2.6.7;NL01;2018MM07;1"
"1488085;2.6.7;NL01;2018MM08;"
"1488086;2.6.7;NL01;2018MM09;"
"1488087;2.6.7;NL01;2018MM10;"
"1488088;2.6.7;NL01;2018MM11;"
"1488089;2.6.7;NL01;2018MM12;"
"1488091;2.6.7;NL01;2019MM01;2"
"1488092;2.6.7;NL01;2019MM02;4"
"1488093;2.6.7;NL01;2019MM03;"
"1488094;2.6.7;NL01;2019MM04;1"
"1488095;2.6.7;NL01;2019MM05;"
"1488096;2.6.7;NL01;2019MM06;1"
"1488097;2.6.7;NL01;2019MM07;1"
"1488098;2.6.7;NL01;2019MM08;"
"1488099;2.6.7;NL01;2019MM09;1"
"1488100;2.6.7;NL01;2019MM10;"
"1488101;2.6.7;NL01;2019MM11;"
"1488102;2.6.7;NL01;2019MM12;3"
"1488104;2.6.7;NL01;2020MM01;7"
"1488105;2.6.7;NL01;2020MM02;1"
"1488106;2.6.7;NL01;2020MM03;"
"1488107;2.6.7;NL01;2020MM04;2"
"1488108;2.6.7;NL01;2020MM05;"
"1488109;2.6.7;NL01;2020MM06;"
"1488110;2.6.7;NL01;2020MM07;"
"1488111;2.6.7;NL01;2020MM08;"
"1488112;2.6.7;NL01;2020MM09;"
"1488113;2.6.7;NL01;2020MM10;"
"1488114;2.6.7;NL01;2020MM11;"
"1488115;2.6.7;NL01;2020MM12;"
"1488117;2.6.7;NL01;2021MM01;"
"1488118;2.6.7;NL01;2021MM02;2"
"1488119;2.6.7;NL01;2021MM03;4"
"1488120;2.6.7;NL01;2021MM04;1"
"1488121;2.6.7;NL01;2021MM05;"
"1488122;2.6.7;NL01;2021MM06;"
"1488123;2.6.7;NL01;2021MM07;"
"1488124;2.6.7;NL01;2021MM08;"
"1536084;2.6.8;NL01;2018MM07;19"
"1536085;2.6.8;NL01;2018MM08;20"
"1536086;2.6.8;NL01;2018MM09;15"
"1536087;2.6.8;NL01;2018MM10;27"
"1536088;2.6.8;NL01;2018MM11;35"
"1536089;2.6.8;NL01;2018MM12;26"
"1536091;2.6.8;NL01;2019MM01;30"
"1536092;2.6.8;NL01;2019MM02;35"
"1536093;2.6.8;NL01;2019MM03;33"
"1536094;2.6.8;NL01;2019MM04;31"
"1536095;2.6.8;NL01;2019MM05;39"
"1536096;2.6.8;NL01;2019MM06;50"
"1536097;2.6.8;NL01;2019MM07;45"
"1536098;2.6.8;NL01;2019MM08;39"
"1536099;2.6.8;NL01;2019MM09;18"
"1536100;2.6.8;NL01;2019MM10;27"
"1536101;2.6.8;NL01;2019MM11;31"
"1536102;2.6.8;NL01;2019MM12;30"
"1536104;2.6.8;NL01;2020MM01;36"
"1536105;2.6.8;NL01;2020MM02;41"
"1536106;2.6.8;NL01;2020MM03;44"
"1536107;2.6.8;NL01;2020MM04;42"
"1536108;2.6.8;NL01;2020MM05;50"
"1536109;2.6.8;NL01;2020MM06;48"
"1536110;2.6.8;NL01;2020MM07;53"
"1536111;2.6.8;NL01;2020MM08;47"
"1536112;2.6.8;NL01;2020MM09;41"
"1536113;2.6.8;NL01;2020MM10;53"
"1536114;2.6.8;NL01;2020MM11;40"
"1536115;2.6.8;NL01;2020MM12;44"
"1536117;2.6.8;NL01;2021MM01;51"
"1536118;2.6.8;NL01;2021MM02;72"
"1536119;2.6.8;NL01;2021MM03;72"
"1536120;2.6.8;NL01;2021MM04;64"
"1536121;2.6.8;NL01;2021MM05;53"
"1536122;2.6.8;NL01;2021MM06;43"
"1536123;2.6.8;NL01;2021MM07;31"
