"ID;SoortMisdrijf;RegioS;Perioden;GeregistreerdeMisdrijven_1"
"1536124;2.6.8;NL01;2021MM08;14"
"1584084;2.6.9;NL01;2018MM07;14"
"1584085;2.6.9;NL01;2018MM08;32"
"1584086;2.6.9;NL01;2018MM09;83"
"1584087;2.6.9;NL01;2018MM10;151"
"1584088;2.6.9;NL01;2018MM11;244"
"1584089;2.6.9;NL01;2018MM12;451"
"1584091;2.6.9;NL01;2019MM01;46"
"1584092;2.6.9;NL01;2019MM02;19"
"1584093;2.6.9;NL01;2019MM03;9"
"1584094;2.6.9;NL01;2019MM04;17"
"1584095;2.6.9;NL01;2019MM05;13"
"1584096;2.6.9;NL01;2019MM06;10"
"1584097;2.6.9;NL01;2019MM07;11"
"1584098;2.6.9;NL01;2019MM08;12"
"1584099;2.6.9;NL01;2019MM09;21"
"1584100;2.6.9;NL01;2019MM10;81"
"1584101;2.6.9;NL01;2019MM11;163"
"1584102;2.6.9;NL01;2019MM12;362"
"1584104;2.6.9;NL01;2020MM01;59"
"1584105;2.6.9;NL01;2020MM02;23"
"1584106;2.6.9;NL01;2020MM03;25"
"1584107;2.6.9;NL01;2020MM04;7"
"1584108;2.6.9;NL01;2020MM05;8"
"1584109;2.6.9;NL01;2020MM06;9"
"1584110;2.6.9;NL01;2020MM07;8"
"1584111;2.6.9;NL01;2020MM08;10"
"1584112;2.6.9;NL01;2020MM09;33"
"1584113;2.6.9;NL01;2020MM10;64"
"1584114;2.6.9;NL01;2020MM11;169"
"1584115;2.6.9;NL01;2020MM12;292"
"1584117;2.6.9;NL01;2021MM01;93"
"1584118;2.6.9;NL01;2021MM02;26"
"1584119;2.6.9;NL01;2021MM03;18"
"1584120;2.6.9;NL01;2021MM04;24"
"1584121;2.6.9;NL01;2021MM05;33"
"1584122;2.6.9;NL01;2021MM06;10"
"1584123;2.6.9;NL01;2021MM07;9"
"1584124;2.6.9;NL01;2021MM08;6"
"1632084;2.6.10;NL01;2018MM07;"
"1632085;2.6.10;NL01;2018MM08;"
"1632086;2.6.10;NL01;2018MM09;"
"1632087;2.6.10;NL01;2018MM10;1"
"1632088;2.6.10;NL01;2018MM11;"
"1632089;2.6.10;NL01;2018MM12;"
"1632091;2.6.10;NL01;2019MM01;"
"1632092;2.6.10;NL01;2019MM02;1"
"1632093;2.6.10;NL01;2019MM03;1"
"1632094;2.6.10;NL01;2019MM04;"
"1632095;2.6.10;NL01;2019MM05;"
"1632096;2.6.10;NL01;2019MM06;"
"1632097;2.6.10;NL01;2019MM07;1"
"1632098;2.6.10;NL01;2019MM08;"
"1632099;2.6.10;NL01;2019MM09;"
"1632100;2.6.10;NL01;2019MM10;"
"1632101;2.6.10;NL01;2019MM11;"
"1632102;2.6.10;NL01;2019MM12;"
"1632104;2.6.10;NL01;2020MM01;"
"1632105;2.6.10;NL01;2020MM02;"
"1632106;2.6.10;NL01;2020MM03;"
"1632107;2.6.10;NL01;2020MM04;1"
"1632108;2.6.10;NL01;2020MM05;"
"1632109;2.6.10;NL01;2020MM06;"
"1632110;2.6.10;NL01;2020MM07;1"
"1632111;2.6.10;NL01;2020MM08;1"
"1632112;2.6.10;NL01;2020MM09;"
"1632113;2.6.10;NL01;2020MM10;"
"1632114;2.6.10;NL01;2020MM11;"
"1632115;2.6.10;NL01;2020MM12;"
"1632117;2.6.10;NL01;2021MM01;"
"1632118;2.6.10;NL01;2021MM02;"
"1632119;2.6.10;NL01;2021MM03;"
"1632120;2.6.10;NL01;2021MM04;"
"1632121;2.6.10;NL01;2021MM05;1"
"1632122;2.6.10;NL01;2021MM06;"
"1632123;2.6.10;NL01;2021MM07;"
"1632124;2.6.10;NL01;2021MM08;"
"1680084;2.6.11;NL01;2018MM07;"
"1680085;2.6.11;NL01;2018MM08;"
"1680086;2.6.11;NL01;2018MM09;"
"1680087;2.6.11;NL01;2018MM10;"
"1680088;2.6.11;NL01;2018MM11;"
"1680089;2.6.11;NL01;2018MM12;"
"1680091;2.6.11;NL01;2019MM01;"
"1680092;2.6.11;NL01;2019MM02;"
"1680093;2.6.11;NL01;2019MM03;"
"1680094;2.6.11;NL01;2019MM04;"
"1680095;2.6.11;NL01;2019MM05;"
"1680096;2.6.11;NL01;2019MM06;"
"1680097;2.6.11;NL01;2019MM07;"
"1680098;2.6.11;NL01;2019MM08;"
"1680099;2.6.11;NL01;2019MM09;"
"1680100;2.6.11;NL01;2019MM10;"
"1680101;2.6.11;NL01;2019MM11;"
"1680102;2.6.11;NL01;2019MM12;"
"1680104;2.6.11;NL01;2020MM01;"
"1680105;2.6.11;NL01;2020MM02;"
"1680106;2.6.11;NL01;2020MM03;"
"1680107;2.6.11;NL01;2020MM04;"
"1680108;2.6.11;NL01;2020MM05;1"
"1680109;2.6.11;NL01;2020MM06;"
"1680110;2.6.11;NL01;2020MM07;"
"1680111;2.6.11;NL01;2020MM08;"
"1680112;2.6.11;NL01;2020MM09;"
"1680113;2.6.11;NL01;2020MM10;"
"1680114;2.6.11;NL01;2020MM11;"
"1680115;2.6.11;NL01;2020MM12;1"
"1680117;2.6.11;NL01;2021MM01;"
"1680118;2.6.11;NL01;2021MM02;"
"1680119;2.6.11;NL01;2021MM03;"
"1680120;2.6.11;NL01;2021MM04;1"
"1680121;2.6.11;NL01;2021MM05;"
"1680122;2.6.11;NL01;2021MM06;"
"1680123;2.6.11;NL01;2021MM07;"
"1680124;2.6.11;NL01;2021MM08;"
"1728084;2.6.12;NL01;2018MM07;"
"1728085;2.6.12;NL01;2018MM08;"
"1728086;2.6.12;NL01;2018MM09;"
"1728087;2.6.12;NL01;2018MM10;"
"1728088;2.6.12;NL01;2018MM11;1"
"1728089;2.6.12;NL01;2018MM12;"
"1728091;2.6.12;NL01;2019MM01;"
"1728092;2.6.12;NL01;2019MM02;2"
"1728093;2.6.12;NL01;2019MM03;2"
"1728094;2.6.12;NL01;2019MM04;"
"1728095;2.6.12;NL01;2019MM05;"
"1728096;2.6.12;NL01;2019MM06;"
"1728097;2.6.12;NL01;2019MM07;"
"1728098;2.6.12;NL01;2019MM08;1"
"1728099;2.6.12;NL01;2019MM09;"
"1728100;2.6.12;NL01;2019MM10;"
"1728101;2.6.12;NL01;2019MM11;"
"1728102;2.6.12;NL01;2019MM12;1"
"1728104;2.6.12;NL01;2020MM01;1"
"1728105;2.6.12;NL01;2020MM02;1"
"1728106;2.6.12;NL01;2020MM03;"
"1728107;2.6.12;NL01;2020MM04;1"
"1728108;2.6.12;NL01;2020MM05;"
"1728109;2.6.12;NL01;2020MM06;"
"1728110;2.6.12;NL01;2020MM07;1"
"1728111;2.6.12;NL01;2020MM08;"
"1728112;2.6.12;NL01;2020MM09;"
"1728113;2.6.12;NL01;2020MM10;1"
"1728114;2.6.12;NL01;2020MM11;"
"1728115;2.6.12;NL01;2020MM12;1"
"1728117;2.6.12;NL01;2021MM01;"
"1728118;2.6.12;NL01;2021MM02;"
"1728119;2.6.12;NL01;2021MM03;"
"1728120;2.6.12;NL01;2021MM04;"
"1728121;2.6.12;NL01;2021MM05;1"
"1728122;2.6.12;NL01;2021MM06;"
"1728123;2.6.12;NL01;2021MM07;"
"1728124;2.6.12;NL01;2021MM08;"
"1776084;2.6.13;NL01;2018MM07;93"
"1776085;2.6.13;NL01;2018MM08;59"
"1776086;2.6.13;NL01;2018MM09;48"
"1776087;2.6.13;NL01;2018MM10;46"
"1776088;2.6.13;NL01;2018MM11;34"
"1776089;2.6.13;NL01;2018MM12;39"
"1776091;2.6.13;NL01;2019MM01;49"
"1776092;2.6.13;NL01;2019MM02;31"
"1776093;2.6.13;NL01;2019MM03;63"
"1776094;2.6.13;NL01;2019MM04;54"
"1776095;2.6.13;NL01;2019MM05;42"
"1776096;2.6.13;NL01;2019MM06;61"
"1776097;2.6.13;NL01;2019MM07;70"
"1776098;2.6.13;NL01;2019MM08;50"
"1776099;2.6.13;NL01;2019MM09;41"
"1776100;2.6.13;NL01;2019MM10;49"
"1776101;2.6.13;NL01;2019MM11;38"
"1776102;2.6.13;NL01;2019MM12;24"
"1776104;2.6.13;NL01;2020MM01;44"
"1776105;2.6.13;NL01;2020MM02;43"
"1776106;2.6.13;NL01;2020MM03;33"
"1776107;2.6.13;NL01;2020MM04;37"
"1776108;2.6.13;NL01;2020MM05;49"
"1776109;2.6.13;NL01;2020MM06;53"
"1776110;2.6.13;NL01;2020MM07;45"
"1776111;2.6.13;NL01;2020MM08;57"
"1776112;2.6.13;NL01;2020MM09;26"
"1776113;2.6.13;NL01;2020MM10;38"
"1776114;2.6.13;NL01;2020MM11;42"
"1776115;2.6.13;NL01;2020MM12;22"
"1776117;2.6.13;NL01;2021MM01;36"
"1776118;2.6.13;NL01;2021MM02;38"
"1776119;2.6.13;NL01;2021MM03;36"
"1776120;2.6.13;NL01;2021MM04;47"
"1776121;2.6.13;NL01;2021MM05;36"
"1776122;2.6.13;NL01;2021MM06;28"
"1776123;2.6.13;NL01;2021MM07;28"
"1776124;2.6.13;NL01;2021MM08;12"
"1824084;2.6.14;NL01;2018MM07;"
"1824085;2.6.14;NL01;2018MM08;"
"1824086;2.6.14;NL01;2018MM09;"
"1824087;2.6.14;NL01;2018MM10;"
"1824088;2.6.14;NL01;2018MM11;"
"1824089;2.6.14;NL01;2018MM12;"
"1824091;2.6.14;NL01;2019MM01;"
"1824092;2.6.14;NL01;2019MM02;"
"1824093;2.6.14;NL01;2019MM03;"
"1824094;2.6.14;NL01;2019MM04;"
"1824095;2.6.14;NL01;2019MM05;"
"1824096;2.6.14;NL01;2019MM06;"
"1824097;2.6.14;NL01;2019MM07;"
"1824098;2.6.14;NL01;2019MM08;"
"1824099;2.6.14;NL01;2019MM09;"
"1824100;2.6.14;NL01;2019MM10;"
"1824101;2.6.14;NL01;2019MM11;"
"1824102;2.6.14;NL01;2019MM12;"
"1824104;2.6.14;NL01;2020MM01;"
"1824105;2.6.14;NL01;2020MM02;"
"1824106;2.6.14;NL01;2020MM03;"
"1824107;2.6.14;NL01;2020MM04;"
"1824108;2.6.14;NL01;2020MM05;"
"1824109;2.6.14;NL01;2020MM06;"
"1824110;2.6.14;NL01;2020MM07;"
"1824111;2.6.14;NL01;2020MM08;"
"1824112;2.6.14;NL01;2020MM09;"
"1824113;2.6.14;NL01;2020MM10;"
"1824114;2.6.14;NL01;2020MM11;"
"1824115;2.6.14;NL01;2020MM12;"
"1824117;2.6.14;NL01;2021MM01;"
"1824118;2.6.14;NL01;2021MM02;"
"1824119;2.6.14;NL01;2021MM03;"
"1824120;2.6.14;NL01;2021MM04;"
"1824121;2.6.14;NL01;2021MM05;"
"1824122;2.6.14;NL01;2021MM06;"
"1824123;2.6.14;NL01;2021MM07;"
"1824124;2.6.14;NL01;2021MM08;"
"1872084;2.7.2;NL01;2018MM07;178"
"1872085;2.7.2;NL01;2018MM08;134"
"1872086;2.7.2;NL01;2018MM09;127"
"1872087;2.7.2;NL01;2018MM10;160"
"1872088;2.7.2;NL01;2018MM11;182"
"1872089;2.7.2;NL01;2018MM12;149"
"1872091;2.7.2;NL01;2019MM01;144"
"1872092;2.7.2;NL01;2019MM02;181"
"1872093;2.7.2;NL01;2019MM03;178"
"1872094;2.7.2;NL01;2019MM04;193"
"1872095;2.7.2;NL01;2019MM05;168"
"1872096;2.7.2;NL01;2019MM06;161"
"1872097;2.7.2;NL01;2019MM07;170"
"1872098;2.7.2;NL01;2019MM08;177"
"1872099;2.7.2;NL01;2019MM09;171"
"1872100;2.7.2;NL01;2019MM10;193"
"1872101;2.7.2;NL01;2019MM11;204"
"1872102;2.7.2;NL01;2019MM12;174"
"1872104;2.7.2;NL01;2020MM01;205"
"1872105;2.7.2;NL01;2020MM02;191"
"1872106;2.7.2;NL01;2020MM03;223"
"1872107;2.7.2;NL01;2020MM04;195"
"1872108;2.7.2;NL01;2020MM05;236"
"1872109;2.7.2;NL01;2020MM06;225"
"1872110;2.7.2;NL01;2020MM07;206"
"1872111;2.7.2;NL01;2020MM08;184"
"1872112;2.7.2;NL01;2020MM09;182"
"1872113;2.7.2;NL01;2020MM10;246"
"1872114;2.7.2;NL01;2020MM11;231"
"1872115;2.7.2;NL01;2020MM12;222"
"1872117;2.7.2;NL01;2021MM01;203"
"1872118;2.7.2;NL01;2021MM02;413"
"1872119;2.7.2;NL01;2021MM03;335"
"1872120;2.7.2;NL01;2021MM04;273"
"1872121;2.7.2;NL01;2021MM05;321"
"1872122;2.7.2;NL01;2021MM06;264"
"1872123;2.7.2;NL01;2021MM07;213"
"1872124;2.7.2;NL01;2021MM08;165"
"1920084;2.7.3;NL01;2018MM07;23"
"1920085;2.7.3;NL01;2018MM08;29"
"1920086;2.7.3;NL01;2018MM09;32"
"1920087;2.7.3;NL01;2018MM10;29"
"1920088;2.7.3;NL01;2018MM11;33"
"1920089;2.7.3;NL01;2018MM12;34"
"1920091;2.7.3;NL01;2019MM01;24"
"1920092;2.7.3;NL01;2019MM02;27"
"1920093;2.7.3;NL01;2019MM03;19"
"1920094;2.7.3;NL01;2019MM04;33"
"1920095;2.7.3;NL01;2019MM05;35"
"1920096;2.7.3;NL01;2019MM06;33"
"1920097;2.7.3;NL01;2019MM07;37"
"1920098;2.7.3;NL01;2019MM08;38"
"1920099;2.7.3;NL01;2019MM09;65"
"1920100;2.7.3;NL01;2019MM10;60"
"1920101;2.7.3;NL01;2019MM11;58"
"1920102;2.7.3;NL01;2019MM12;60"
"1920104;2.7.3;NL01;2020MM01;57"
"1920105;2.7.3;NL01;2020MM02;59"
"1920106;2.7.3;NL01;2020MM03;43"
"1920107;2.7.3;NL01;2020MM04;51"
"1920108;2.7.3;NL01;2020MM05;48"
"1920109;2.7.3;NL01;2020MM06;49"
"1920110;2.7.3;NL01;2020MM07;57"
"1920111;2.7.3;NL01;2020MM08;55"
"1920112;2.7.3;NL01;2020MM09;56"
"1920113;2.7.3;NL01;2020MM10;43"
"1920114;2.7.3;NL01;2020MM11;43"
"1920115;2.7.3;NL01;2020MM12;44"
"1920117;2.7.3;NL01;2021MM01;60"
"1920118;2.7.3;NL01;2021MM02;54"
"1920119;2.7.3;NL01;2021MM03;57"
"1920120;2.7.3;NL01;2021MM04;47"
"1920121;2.7.3;NL01;2021MM05;56"
"1920122;2.7.3;NL01;2021MM06;78"
"1920123;2.7.3;NL01;2021MM07;61"
"1920124;2.7.3;NL01;2021MM08;53"
"1968084;3.1.1;NL01;2018MM07;1120"
"1968085;3.1.1;NL01;2018MM08;995"
"1968086;3.1.1;NL01;2018MM09;1039"
"1968087;3.1.1;NL01;2018MM10;1307"
"1968088;3.1.1;NL01;2018MM11;1161"
"1968089;3.1.1;NL01;2018MM12;1011"
"1968091;3.1.1;NL01;2019MM01;1105"
"1968092;3.1.1;NL01;2019MM02;1150"
"1968093;3.1.1;NL01;2019MM03;1192"
"1968094;3.1.1;NL01;2019MM04;1149"
"1968095;3.1.1;NL01;2019MM05;1238"
"1968096;3.1.1;NL01;2019MM06;1174"
"1968097;3.1.1;NL01;2019MM07;1193"
"1968098;3.1.1;NL01;2019MM08;1155"
"1968099;3.1.1;NL01;2019MM09;1136"
"1968100;3.1.1;NL01;2019MM10;1184"
"1968101;3.1.1;NL01;2019MM11;1124"
"1968102;3.1.1;NL01;2019MM12;992"
"1968104;3.1.1;NL01;2020MM01;1161"
"1968105;3.1.1;NL01;2020MM02;1093"
"1968106;3.1.1;NL01;2020MM03;1016"
"1968107;3.1.1;NL01;2020MM04;967"
"1968108;3.1.1;NL01;2020MM05;1117"
"1968109;3.1.1;NL01;2020MM06;1080"
"1968110;3.1.1;NL01;2020MM07;992"
"1968111;3.1.1;NL01;2020MM08;907"
"1968112;3.1.1;NL01;2020MM09;1044"
"1968113;3.1.1;NL01;2020MM10;1099"
"1968114;3.1.1;NL01;2020MM11;1112"
"1968115;3.1.1;NL01;2020MM12;1050"
"1968117;3.1.1;NL01;2021MM01;1078"
"1968118;3.1.1;NL01;2021MM02;925"
"1968119;3.1.1;NL01;2021MM03;1132"
"1968120;3.1.1;NL01;2021MM04;1038"
"1968121;3.1.1;NL01;2021MM05;942"
"1968122;3.1.1;NL01;2021MM06;937"
"1968123;3.1.1;NL01;2021MM07;931"
"1968124;3.1.1;NL01;2021MM08;802"
"2016084;3.1.2;NL01;2018MM07;6"
"2016085;3.1.2;NL01;2018MM08;5"
"2016086;3.1.2;NL01;2018MM09;4"
"2016087;3.1.2;NL01;2018MM10;9"
"2016088;3.1.2;NL01;2018MM11;4"
"2016089;3.1.2;NL01;2018MM12;4"
"2016091;3.1.2;NL01;2019MM01;6"
"2016092;3.1.2;NL01;2019MM02;7"
"2016093;3.1.2;NL01;2019MM03;2"
"2016094;3.1.2;NL01;2019MM04;8"
"2016095;3.1.2;NL01;2019MM05;6"
"2016096;3.1.2;NL01;2019MM06;7"
"2016097;3.1.2;NL01;2019MM07;5"
"2016098;3.1.2;NL01;2019MM08;8"
"2016099;3.1.2;NL01;2019MM09;2"
"2016100;3.1.2;NL01;2019MM10;6"
"2016101;3.1.2;NL01;2019MM11;5"
"2016102;3.1.2;NL01;2019MM12;5"
"2016104;3.1.2;NL01;2020MM01;4"
"2016105;3.1.2;NL01;2020MM02;4"
"2016106;3.1.2;NL01;2020MM03;2"
"2016107;3.1.2;NL01;2020MM04;1"
"2016108;3.1.2;NL01;2020MM05;5"
"2016109;3.1.2;NL01;2020MM06;3"
"2016110;3.1.2;NL01;2020MM07;2"
"2016111;3.1.2;NL01;2020MM08;1"
"2016112;3.1.2;NL01;2020MM09;2"
"2016113;3.1.2;NL01;2020MM10;1"
"2016114;3.1.2;NL01;2020MM11;4"
"2016115;3.1.2;NL01;2020MM12;2"
"2016117;3.1.2;NL01;2021MM01;1"
"2016118;3.1.2;NL01;2021MM02;2"
"2016119;3.1.2;NL01;2021MM03;4"
"2016120;3.1.2;NL01;2021MM04;3"
"2016121;3.1.2;NL01;2021MM05;5"
"2016122;3.1.2;NL01;2021MM06;6"
"2016123;3.1.2;NL01;2021MM07;7"
"2016124;3.1.2;NL01;2021MM08;4"
"2064084;3.1.3;NL01;2018MM07;509"
"2064085;3.1.3;NL01;2018MM08;445"
"2064086;3.1.3;NL01;2018MM09;422"
"2064087;3.1.3;NL01;2018MM10;493"
"2064088;3.1.3;NL01;2018MM11;513"
"2064089;3.1.3;NL01;2018MM12;439"
"2064091;3.1.3;NL01;2019MM01;455"
"2064092;3.1.3;NL01;2019MM02;461"
"2064093;3.1.3;NL01;2019MM03;538"
"2064094;3.1.3;NL01;2019MM04;571"
"2064095;3.1.3;NL01;2019MM05;473"
"2064096;3.1.3;NL01;2019MM06;461"
"2064097;3.1.3;NL01;2019MM07;503"
"2064098;3.1.3;NL01;2019MM08;474"
"2064099;3.1.3;NL01;2019MM09;536"
"2064100;3.1.3;NL01;2019MM10;565"
"2064101;3.1.3;NL01;2019MM11;662"
"2064102;3.1.3;NL01;2019MM12;535"
"2064104;3.1.3;NL01;2020MM01;596"
"2064105;3.1.3;NL01;2020MM02;557"
"2064106;3.1.3;NL01;2020MM03;528"
"2064107;3.1.3;NL01;2020MM04;472"
"2064108;3.1.3;NL01;2020MM05;535"
"2064109;3.1.3;NL01;2020MM06;484"
"2064110;3.1.3;NL01;2020MM07;539"
"2064111;3.1.3;NL01;2020MM08;523"
"2064112;3.1.3;NL01;2020MM09;573"
"2064113;3.1.3;NL01;2020MM10;559"
"2064114;3.1.3;NL01;2020MM11;600"
"2064115;3.1.3;NL01;2020MM12;630"
"2064117;3.1.3;NL01;2021MM01;627"
"2064118;3.1.3;NL01;2021MM02;428"
"2064119;3.1.3;NL01;2021MM03;562"
"2064120;3.1.3;NL01;2021MM04;566"
"2064121;3.1.3;NL01;2021MM05;580"
"2064122;3.1.3;NL01;2021MM06;604"
"2064123;3.1.3;NL01;2021MM07;555"
"2064124;3.1.3;NL01;2021MM08;500"
"2112084;3.2.1;NL01;2018MM07;21"
"2112085;3.2.1;NL01;2018MM08;37"
"2112086;3.2.1;NL01;2018MM09;27"
"2112087;3.2.1;NL01;2018MM10;19"
"2112088;3.2.1;NL01;2018MM11;26"
"2112089;3.2.1;NL01;2018MM12;26"
"2112091;3.2.1;NL01;2019MM01;35"
"2112092;3.2.1;NL01;2019MM02;33"
"2112093;3.2.1;NL01;2019MM03;43"
"2112094;3.2.1;NL01;2019MM04;36"
"2112095;3.2.1;NL01;2019MM05;41"
"2112096;3.2.1;NL01;2019MM06;29"
"2112097;3.2.1;NL01;2019MM07;38"
"2112098;3.2.1;NL01;2019MM08;30"
"2112099;3.2.1;NL01;2019MM09;36"
"2112100;3.2.1;NL01;2019MM10;40"
"2112101;3.2.1;NL01;2019MM11;37"
"2112102;3.2.1;NL01;2019MM12;36"
"2112104;3.2.1;NL01;2020MM01;34"
"2112105;3.2.1;NL01;2020MM02;25"
"2112106;3.2.1;NL01;2020MM03;25"
"2112107;3.2.1;NL01;2020MM04;25"
"2112108;3.2.1;NL01;2020MM05;21"
"2112109;3.2.1;NL01;2020MM06;19"
"2112110;3.2.1;NL01;2020MM07;27"
"2112111;3.2.1;NL01;2020MM08;12"
"2112112;3.2.1;NL01;2020MM09;22"
"2112113;3.2.1;NL01;2020MM10;29"
"2112114;3.2.1;NL01;2020MM11;24"
"2112115;3.2.1;NL01;2020MM12;21"
"2112117;3.2.1;NL01;2021MM01;"
"2112118;3.2.1;NL01;2021MM02;"
"2112119;3.2.1;NL01;2021MM03;"
"2112120;3.2.1;NL01;2021MM04;"
"2112121;3.2.1;NL01;2021MM05;"
"2112122;3.2.1;NL01;2021MM06;"
"2112123;3.2.1;NL01;2021MM07;"
"2112124;3.2.1;NL01;2021MM08;"
"2160084;3.2.2;NL01;2018MM07;"
"2160085;3.2.2;NL01;2018MM08;"
"2160086;3.2.2;NL01;2018MM09;1"
"2160087;3.2.2;NL01;2018MM10;1"
"2160088;3.2.2;NL01;2018MM11;"
"2160089;3.2.2;NL01;2018MM12;"
"2160091;3.2.2;NL01;2019MM01;"
"2160092;3.2.2;NL01;2019MM02;"
"2160093;3.2.2;NL01;2019MM03;"
"2160094;3.2.2;NL01;2019MM04;"
"2160095;3.2.2;NL01;2019MM05;1"
"2160096;3.2.2;NL01;2019MM06;"
"2160097;3.2.2;NL01;2019MM07;2"
"2160098;3.2.2;NL01;2019MM08;"
"2160099;3.2.2;NL01;2019MM09;"
"2160100;3.2.2;NL01;2019MM10;2"
"2160101;3.2.2;NL01;2019MM11;1"
"2160102;3.2.2;NL01;2019MM12;"
"2160104;3.2.2;NL01;2020MM01;1"
"2160105;3.2.2;NL01;2020MM02;1"
"2160106;3.2.2;NL01;2020MM03;"
"2160107;3.2.2;NL01;2020MM04;1"
"2160108;3.2.2;NL01;2020MM05;"
"2160109;3.2.2;NL01;2020MM06;"
"2160110;3.2.2;NL01;2020MM07;"
"2160111;3.2.2;NL01;2020MM08;"
"2160112;3.2.2;NL01;2020MM09;2"
"2160113;3.2.2;NL01;2020MM10;"
"2160114;3.2.2;NL01;2020MM11;"
"2160115;3.2.2;NL01;2020MM12;"
"2160117;3.2.2;NL01;2021MM01;"
"2160118;3.2.2;NL01;2021MM02;"
"2160119;3.2.2;NL01;2021MM03;"
"2160120;3.2.2;NL01;2021MM04;"
"2160121;3.2.2;NL01;2021MM05;"
"2160122;3.2.2;NL01;2021MM06;"
"2160123;3.2.2;NL01;2021MM07;"
"2160124;3.2.2;NL01;2021MM08;"
"2208084;3.3.2;NL01;2018MM07;1"
"2208085;3.3.2;NL01;2018MM08;1"
"2208086;3.3.2;NL01;2018MM09;1"
"2208087;3.3.2;NL01;2018MM10;"
"2208088;3.3.2;NL01;2018MM11;2"
"2208089;3.3.2;NL01;2018MM12;"
"2208091;3.3.2;NL01;2019MM01;1"
"2208092;3.3.2;NL01;2019MM02;1"
"2208093;3.3.2;NL01;2019MM03;"
"2208094;3.3.2;NL01;2019MM04;1"
"2208095;3.3.2;NL01;2019MM05;1"
"2208096;3.3.2;NL01;2019MM06;"
"2208097;3.3.2;NL01;2019MM07;"
"2208098;3.3.2;NL01;2019MM08;"
"2208099;3.3.2;NL01;2019MM09;"
"2208100;3.3.2;NL01;2019MM10;"
"2208101;3.3.2;NL01;2019MM11;"
"2208102;3.3.2;NL01;2019MM12;"
"2208104;3.3.2;NL01;2020MM01;"
"2208105;3.3.2;NL01;2020MM02;"
"2208106;3.3.2;NL01;2020MM03;"
"2208107;3.3.2;NL01;2020MM04;"
"2208108;3.3.2;NL01;2020MM05;"
"2208109;3.3.2;NL01;2020MM06;"
"2208110;3.3.2;NL01;2020MM07;"
"2208111;3.3.2;NL01;2020MM08;"
"2208112;3.3.2;NL01;2020MM09;"
"2208113;3.3.2;NL01;2020MM10;"
"2208114;3.3.2;NL01;2020MM11;"
"2208115;3.3.2;NL01;2020MM12;"
"2208117;3.3.2;NL01;2021MM01;"
"2208118;3.3.2;NL01;2021MM02;"
"2208119;3.3.2;NL01;2021MM03;"
"2208120;3.3.2;NL01;2021MM04;"
"2208121;3.3.2;NL01;2021MM05;"
"2208122;3.3.2;NL01;2021MM06;"
"2208123;3.3.2;NL01;2021MM07;"
"2208124;3.3.2;NL01;2021MM08;"
"2256084;3.3.5;NL01;2018MM07;"
"2256085;3.3.5;NL01;2018MM08;"
"2256086;3.3.5;NL01;2018MM09;"
"2256087;3.3.5;NL01;2018MM10;"
"2256088;3.3.5;NL01;2018MM11;"
"2256089;3.3.5;NL01;2018MM12;"
"2256091;3.3.5;NL01;2019MM01;"
"2256092;3.3.5;NL01;2019MM02;"
"2256093;3.3.5;NL01;2019MM03;"
"2256094;3.3.5;NL01;2019MM04;"
"2256095;3.3.5;NL01;2019MM05;"
"2256096;3.3.5;NL01;2019MM06;"
"2256097;3.3.5;NL01;2019MM07;"
"2256098;3.3.5;NL01;2019MM08;"
"2256099;3.3.5;NL01;2019MM09;"
"2256100;3.3.5;NL01;2019MM10;"
"2256101;3.3.5;NL01;2019MM11;"
"2256102;3.3.5;NL01;2019MM12;"
"2256104;3.3.5;NL01;2020MM01;"
"2256105;3.3.5;NL01;2020MM02;"
"2256106;3.3.5;NL01;2020MM03;"
"2256107;3.3.5;NL01;2020MM04;1"
"2256108;3.3.5;NL01;2020MM05;"
"2256109;3.3.5;NL01;2020MM06;"
"2256110;3.3.5;NL01;2020MM07;"
"2256111;3.3.5;NL01;2020MM08;"
"2256112;3.3.5;NL01;2020MM09;"
"2256113;3.3.5;NL01;2020MM10;"
"2256114;3.3.5;NL01;2020MM11;"
"2256115;3.3.5;NL01;2020MM12;"
"2256117;3.3.5;NL01;2021MM01;"
"2256118;3.3.5;NL01;2021MM02;"
"2256119;3.3.5;NL01;2021MM03;"
"2256120;3.3.5;NL01;2021MM04;"
"2256121;3.3.5;NL01;2021MM05;"
"2256122;3.3.5;NL01;2021MM06;"
"2256123;3.3.5;NL01;2021MM07;"
"2256124;3.3.5;NL01;2021MM08;"
"2304084;3.4.2;NL01;2018MM07;41"
"2304085;3.4.2;NL01;2018MM08;21"
"2304086;3.4.2;NL01;2018MM09;14"
"2304087;3.4.2;NL01;2018MM10;9"
"2304088;3.4.2;NL01;2018MM11;3"
"2304089;3.4.2;NL01;2018MM12;"
"2304091;3.4.2;NL01;2019MM01;1"
"2304092;3.4.2;NL01;2019MM02;2"
"2304093;3.4.2;NL01;2019MM03;1"
"2304094;3.4.2;NL01;2019MM04;10"
"2304095;3.4.2;NL01;2019MM05;10"
"2304096;3.4.2;NL01;2019MM06;39"
"2304097;3.4.2;NL01;2019MM07;24"
"2304098;3.4.2;NL01;2019MM08;42"
"2304099;3.4.2;NL01;2019MM09;15"
"2304100;3.4.2;NL01;2019MM10;1"
"2304101;3.4.2;NL01;2019MM11;4"
"2304102;3.4.2;NL01;2019MM12;1"
"2304104;3.4.2;NL01;2020MM01;1"
